Date,SKU,Product Name,Total Tools Price,Total Tools Stock,Sydney Tools Price,Sydney Tools Stock,# Suppliers,Cheapest,Highest,Market Avg,ITM Match Price,Pricing Rule
2026-09-04,6631B77FF3A1EFC1242C7D9247A2F32E6DE84B67BE76BF249EB0A3A26A8EC898,Wrenches,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,684C481AC2DB92892D6F2E7ED0AD251F3A231E9ADC939532186F1D071B1CC339,Knives,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,735329E2D98BB8F172612E21B0D43A09447086F1AE9D0C62A563B296EE799060,G Clamps,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,7446A5ACC38B09E92D2248E2A705E6E39CC351BD7FCB309100D95D12DE0EE011,Crimpers & Presses,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,746EE81012FD611408402899617C4A328CC371E052A23324B7F1AE812372922D,F-CLAMP,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,793BD222B28DF4DB874447A1E8D7C488212714BB4012A6CC4D60E21F7C7356D2,Torque Wrenches,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,79A36AF5A180943C8901A450EE3F59D216845B71B145FD52E380D520E448BF99,Mallet Hammers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,85C4031D3644CD80CEFE40826B916A45A03E3E7A388085A840BB4D3C13E1318E,Combination Pliers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,8D60EB9A5125DAA093DC2039580BACB45D5617F84553784EB3077C236971F1C5,Cable Cutters & Strippers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,8E80C06976C015851653F6E56EFA6CFE9842578D1D351D7C6C97127002F0674A,Pliers & Cutting Tools,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,9D757F9E93F943439911075A3270A3AD830190EE393632EC7A81F09060C5AAAD,Tool Pouches & Accessories,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,A7D58D8B8CD5656D93FBE6A23DF78E03ADD28F65CE2609E5006BC551E3C74167,Diagnostic Tools,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,AT1225,HOLEMAKER 12 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,72,Yes,,,1,72,72,72,72,Matched Total Tools $72 (ST not listed)
2026-09-04,AT1250,HOLEMAKER 12 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,87,Yes,,,1,87,87,87,87,Matched Total Tools $87 (ST not listed)
2026-09-04,AT1325,HOLEMAKER 13 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,72,Yes,,,1,72,72,72,72,Matched Total Tools $72 (ST not listed)
2026-09-04,AT1350,HOLEMAKER 13 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,87,Yes,,,1,87,87,87,87,Matched Total Tools $87 (ST not listed)
2026-09-04,AT1425,HOLEMAKER 14 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,72,Yes,,,1,72,72,72,72,Matched Total Tools $72 (ST not listed)
2026-09-04,AT1450,HOLEMAKER 14 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,91,Yes,,,1,91,91,91,91,Matched Total Tools $91 (ST not listed)
2026-09-04,AT1625,HOLEMAKER 16 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,79,Yes,,,1,79,79,79,79,Matched Total Tools $79 (ST not listed)
2026-09-04,AT1650,HOLEMAKER 16 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,91,Yes,,,1,91,91,91,91,Matched Total Tools $91 (ST not listed)
2026-09-04,AT1750,HOLEMAKER 17 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,101,Yes,,,1,101,101,101,101,Matched Total Tools $101 (ST not listed)
2026-09-04,AT1825,HOLEMAKER 18 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,81,Yes,,,1,81,81,81,81,Matched Total Tools $81 (ST not listed)
2026-09-04,AT1850,HOLEMAKER 18 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,101,Yes,,,1,101,101,101,101,Matched Total Tools $101 (ST not listed)
2026-09-04,AT2025,HOLEMAKER 20 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,83,Yes,,,1,83,83,83,83,Matched Total Tools $83 (ST not listed)
2026-09-04,AT2050,HOLEMAKER 20 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,113,Yes,,,1,113,113,113,113,Matched Total Tools $113 (ST not listed)
2026-09-04,AT2225,HOLEMAKER 22 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,99,Yes,,,1,99,99,99,99,Matched Total Tools $99 (ST not listed)
2026-09-04,AT2250,HOLEMAKER 22 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,125,Yes,,,1,125,125,125,125,Matched Total Tools $125 (ST not listed)
2026-09-04,AT2425,HOLEMAKER 24 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,103,Yes,,,1,103,103,103,103,Matched Total Tools $103 (ST not listed)
2026-09-04,AT2450,HOLEMAKER 24 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,137,Yes,,,1,137,137,137,137,Matched Total Tools $137 (ST not listed)
2026-09-04,AT2525,HOLEMAKER 25 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,103,Yes,,,1,103,103,103,103,Matched Total Tools $103 (ST not listed)
2026-09-04,AT2550,HOLEMAKER 25 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,137,Yes,,,1,137,137,137,137,Matched Total Tools $137 (ST not listed)
2026-09-04,AT2625,HOLEMAKER 26 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,113,Yes,,,1,113,113,113,113,Matched Total Tools $113 (ST not listed)
2026-09-04,AT2650,HOLEMAKER 26 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,148,Yes,,,1,148,148,148,148,Matched Total Tools $148 (ST not listed)
2026-09-04,AT2825,HOLEMAKER 28 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,120,Yes,,,1,120,120,120,120,Matched Total Tools $120 (ST not listed)
2026-09-04,AT2850,HOLEMAKER 28 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,154,Yes,,,1,154,154,154,154,Matched Total Tools $154 (ST not listed)
2026-09-04,AT3025,HOLEMAKER 30 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,126,Yes,,,1,126,126,126,126,Matched Total Tools $126 (ST not listed)
2026-09-04,AT3050,HOLEMAKER 30 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,170,Yes,,,1,170,170,170,170,Matched Total Tools $170 (ST not listed)
2026-09-04,AT3225,HOLEMAKER 32 x 25mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,137,Yes,,,1,137,137,137,137,Matched Total Tools $137 (ST not listed)
2026-09-04,AT3250,HOLEMAKER 32 x 50mm HSS-TiN Multifit Annular Cutter - GOLD SERIES,179,Yes,,,1,179,179,179,179,Matched Total Tools $179 (ST not listed)
2026-09-04,BCAEC78FAF1119BD6858F0D06C48545D7DC3D11BCC151C8DD499F9E9F24C37C9,Locking Pliers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,BDAD4A8FC9E62A37FCDC5C4763EC9576B1E92A1A05ABBB65DD22AF4BCD21181F,Voltage Detectors,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,BDF2430E7D936386C2978ED239D029F0BC698386F36868C7D664FB826F1C6DD3,Welding Pliers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,BPID32-14SF,"GROZ Ball Pein Hammer 32 Oz Hd / 14"" Handle (Soft Face)",137,Yes,,,1,137,137,137,137,Matched Total Tools $137 (ST not listed)
2026-09-04,CB89288914CEECD8F31FA1F6F0F54ED008B21A4FB389C9ED342C99BD073DD9C6,Screwdrivers,,,,Yes,0,,,,,No competitor prices — set manually
2026-09-04,CBC-SA1,"Holemaker CB-SA1 1/4"" x 5/8"" Cylindrical Square Carbide Burr",,,59,Yes,1,59,59,59,59,Matched Sydney Tools $59 (TT not listed)
2026-09-04,CBC-SA2,"Holemaker CB-SA2 5/16"" x 3/4"" Cylindrical Square Carbide Burr",,,66,Yes,1,66,66,66,66,Matched Sydney Tools $66 (TT not listed)
2026-09-04,CBC-SA3,"Holemaker CB-SA3 3/8"" x 3/4"" Cylindrical Square Carbide Burr",,,41.95,Yes,1,41.95,41.95,41.95,41.95,Matched Sydney Tools $41.95 (TT not listed)
2026-09-04,CBC-SA3-AC,"Holemaker CB-SA3-AC 3/8"" x 3/4"" Cylindrical Square Carbide Burr",,,76,Yes,1,76,76,76,76,Matched Sydney Tools $76 (TT not listed)
2026-09-04,CBC-SA5,"Holemaker CB-SA5 1/2"" x 1"" Cylindrical Square Carbide Burr",,,115,Yes,1,115,115,115,115,Matched Sydney Tools $115 (TT not listed)
2026-09-04,CBC-SA5-AC,"Holemaker CB-SA5-AC 1/2"" x 1"" Cylindrical Square Carbide Burr",,,146,Yes,1,146,146,146,146,Matched Sydney Tools $146 (TT not listed)
2026-09-04,CBC-SA6,"Holemaker CB-SA6 5/8"" x 1"" Cylindrical Square Carbide Burr",,,195,Yes,1,195,195,195,195,Matched Sydney Tools $195 (TT not listed)
2026-09-04,CBC-SB1,"Holemaker CB-SB1 1/4"" x 5/8"" Cylindrical End Carbide Burr",,,59,Yes,1,59,59,59,59,Matched Sydney Tools $59 (TT not listed)
2026-09-04,CBC-SB2,"Holemaker CB-SB2 5/16"" x 3/4"" Cylindrical End Cut Carbide Burr",,,44.5,Yes,1,44.5,44.5,44.5,44.5,Matched Sydney Tools $44.5 (TT not listed)
2026-09-04,CBC-SB3,"Holemaker CB-SB3 3/8"" x 3/4"" Cylindrical End Carbide Burr",,,77,Yes,1,77,77,77,77,Matched Sydney Tools $77 (TT not listed)
2026-09-04,CBC-SB5,"Holemaker CB-SB5 1/2"" x 1"" Cylindrical End Cut Carbide Burr",,,115,Yes,1,115,115,115,115,Matched Sydney Tools $115 (TT not listed)
2026-09-04,CBC-SB6,"Holemaker CB-SB6 5/8"" x 1"" Cylindrical End Carbide Burr",,,219,Yes,1,219,219,219,219,Matched Sydney Tools $219 (TT not listed)
2026-09-04,CBC-SC1,"Holemaker CB-SC1 1/4"" x 5/8"" Cylindrical Radius Carbide Burr",,,62,Yes,1,62,62,62,62,Matched Sydney Tools $62 (TT not listed)
2026-09-04,CBC-SC2,"Holemaker CB-SC2 5/16"" x 3/4"" Cylindrical Radius Carbide Burr",,,75,Yes,1,75,75,75,75,Matched Sydney Tools $75 (TT not listed)
2026-09-04,CBC-SC3,"Holemaker CB-SC3 3/8"" x 3/4"" Cylindrical Radius Carbide Burr",,,80,Yes,1,80,80,80,80,Matched Sydney Tools $80 (TT not listed)
2026-09-04,CBC-SC3-AC,"Holemaker CB-SC3-AC 3/8"" x 3/4"" Cylindrical Radius Carbide Burr",,,76,Yes,1,76,76,76,76,Matched Sydney Tools $76 (TT not listed)
2026-09-04,CBC-SC5,"Holemaker CB-SC5 1/2"" x 1"" Cylindrical Radius Carbide Burr",,,120,Yes,1,120,120,120,120,Matched Sydney Tools $120 (TT not listed)
2026-09-04,CBC-SC5-AC,"Holemaker CB-SC5-AC 1/2"" x 1"" Cylindrical Radius Carbide Burr",,,120,Yes,1,120,120,120,120,Matched Sydney Tools $120 (TT not listed)
2026-09-04,CBC-SC6,"Holemaker CB-SC6 5/8"" x 1"" Cylindrical Radius Carbide Burr",,,188,Yes,1,188,188,188,188,Matched Sydney Tools $188 (TT not listed)
2026-09-04,CBC-SD1,"Holemaker CB-SD1 1/4"" Ball Shape Carbide Burr",,,52,Yes,1,52,52,52,52,Matched Sydney Tools $52 (TT not listed)
2026-09-04,CBC-SD1-AC,"Holemaker CB-SD1-AC 1/4"" Ball Shape Carbide Burr",,,58,Yes,1,58,58,58,58,Matched Sydney Tools $58 (TT not listed)
2026-09-04,CBC-SD2,"Holemaker CB-SD2 5/16"" Ball Shape Carbide Burr",,,60,Yes,1,60,60,60,60,Matched Sydney Tools $60 (TT not listed)
2026-09-04,CBC-SD3,"Holemaker CB-SD3 3/8"" Ball Shape Carbide Burr",,,66,Yes,1,66,66,66,66,Matched Sydney Tools $66 (TT not listed)
2026-09-04,CBC-SD5,"Holemaker CB-SD5 1/2"" Ball Shape Carbide Burr",,,86,Yes,1,86,86,86,86,Matched Sydney Tools $86 (TT not listed)
2026-09-04,CBC-SE1,"Holemaker CB-SE1 1/4"" x 3/8"" Oval Shape Carbide Burr",,,55,Yes,1,55,55,55,55,Matched Sydney Tools $55 (TT not listed)
2026-09-04,CBC-SE3,"Holemaker CB-SE3 3/8"" x 5/8"" Oval Shape Carbide Burr",,,77,Yes,1,77,77,77,77,Matched Sydney Tools $77 (TT not listed)
2026-09-04,CBC-SE5,"Holemaker CB-SE5 1/2"" x 7/8"" Oval Shape Carbide Burr",,,67.5,Yes,1,67.5,67.5,67.5,67.5,Matched Sydney Tools $67.5 (TT not listed)
2026-09-04,CBC-SET-01,"Holemaker CB-SET-01 5pce 3/8"" Carbide Burr Set",285,Yes,307,Yes,2,285,307,296,296,Midpoint TT $285 / ST $307
2026-09-04,CBC-SET-02,"Holemaker CB-SET-02 5pce 3/8"" Carbide Burr Set",,,360,Yes,1,360,360,360,360,Matched Sydney Tools $360 (TT not listed)
2026-09-04,CBC-SET-03,"Holemaker CB-SET-03 3pce 3/8"" Carbide Burr Set",188.5,Yes,151,Yes,2,151,188.5,169.75,169.75,Midpoint TT $188.5 / ST $151
2026-09-04,CBC-SET-04,Holemaker CB-SET-04 5pce 1/2” Carbide Burr Set,,,575,Yes,1,575,575,575,575,Matched Sydney Tools $575 (TT not listed)
2026-09-04,CBC-SET-05,"Holemaker CB-SET-05 5pce 3/8"" & 1/2” Carbide Burr Set",,,219,Yes,1,219,219,219,219,Matched Sydney Tools $219 (TT not listed)
2026-09-04,CBC-SET-06,Holemaker CB-SET-06 5pce 3/8” & 1/2” Carbide Burr Set,,,505,Yes,1,505,505,505,505,Matched Sydney Tools $505 (TT not listed)
2026-09-04,CBC-SET-07,Holemaker CB-SET-07 5pce 3/8” & 1/2” Carbide Burr Set,,,480,Yes,1,480,480,480,480,Matched Sydney Tools $480 (TT not listed)
2026-09-04,CBC-SET-08,Holemaker CB-SET-08 7pce 1/4” Carbide Burr Set,,,333,Yes,1,333,333,333,333,Matched Sydney Tools $333 (TT not listed)
2026-09-04,CBC-SET-10,Holemaker CB-SET-10 7pce 3/8” Carbide Burr Set,,,505,Yes,1,505,505,505,505,Matched Sydney Tools $505 (TT not listed)
2026-09-04,CBC-SET-11,Holemaker CB-SET-11 5pce 3/8” & 1/2” Carbide Burr Set,,,305,Yes,1,305,305,305,305,Matched Sydney Tools $305 (TT not listed)
2026-09-04,CBC-SET-12,Holemaker CB-SET-12 7pce 1/2” Carbide Burr Set,,,735,Yes,1,735,735,735,735,Matched Sydney Tools $735 (TT not listed)
2026-09-04,CBC-SET-13,Holemaker CB-SET-13 8pce 1/2” Carbide Burr Set,,,900,Yes,1,900,900,900,900,Matched Sydney Tools $900 (TT not listed)
2026-09-04,CBC-SET-14,"Holemaker CB-SET-14 8pce 1/4”, 3/8” & 1/2” Carbide Burr Set",,,570,Yes,1,570,570,570,570,Matched Sydney Tools $570 (TT not listed)
2026-09-04,CBC-SET-16,"Holemaker CB-SET-16 8pce 1/4”, 3/8” & 1/2” Carbide Burr Set",,,682,Yes,1,682,682,682,682,Matched Sydney Tools $682 (TT not listed)
2026-09-04,CBC-SET-18,"Holemaker CB-SET-18 5pce 3/8"" & 5/16"" Carbide Burr Set",,,419,Yes,1,419,419,419,419,Matched Sydney Tools $419 (TT not listed)
2026-09-04,CBC-SET-23,HOLEMAKER 1/2 inch D-Cut Carbide Burr TC Set - 3 Piece,185,Yes,,,1,185,185,185,185,Matched Total Tools $185 (ST not listed)
2026-09-04,CBC-SF1,"Holemaker CB-SF1 1/4"" x 3/4"" Tree Shape Radius Carbide Burr",,,62,Yes,1,62,62,62,62,Matched Sydney Tools $62 (TT not listed)
2026-09-04,CBC-SF3,"Holemaker CB-SF3 3/8"" x 3.4"" Tree Shape Radius Carbide Burr",,,80,Yes,1,80,80,80,80,Matched Sydney Tools $80 (TT not listed)
2026-09-04,CBC-SF3-AC,"Holemaker CB-SF3-AC 3/8"" x 3/4"" Tree Shape Radius Carbide Burr",,,75,Yes,1,75,75,75,75,Matched Sydney Tools $75 (TT not listed)
2026-09-04,CBC-SF4,"Holemaker CB-SF4 7/16"" x 1"" Tree Shape Radius Carbide Burr",,,110,Yes,1,110,110,110,110,Matched Sydney Tools $110 (TT not listed)
2026-09-04,CBC-SF5,"Holemaker CB-SF5 1/2"" x 1"" Tree Shape Radius Carbide Burr",,,120,Yes,1,120,120,120,120,Matched Sydney Tools $120 (TT not listed)
2026-09-04,CBC-SF5-AC,"Holemaker CB-SF5-AC 1/2"" x 1"" Tree Shape Radius Carbide Burr",,,110,Yes,1,110,110,110,110,Matched Sydney Tools $110 (TT not listed)
2026-09-04,CBC-SG1,"Holemaker CB-SG1 1/4"" x 5/8"" Tree Shape Pointed Carbide Burr",,,62,Yes,1,62,62,62,62,Matched Sydney Tools $62 (TT not listed)
2026-09-04,CBC-SG3,"Holemaker CB-SG3 3/8"" x 3/4"" Tree Shape Pointed Carbide Burr",,,80,Yes,1,80,80,80,80,Matched Sydney Tools $80 (TT not listed)
2026-09-04,CBC-SG5,"Holemaker CB-SG5 1/2"" x 1"" Tree Shape Pointed Carbide Burr",,,110,Yes,1,110,110,110,110,Matched Sydney Tools $110 (TT not listed)
2026-09-04,CBC-SH1,"Holemaker CB-SH1 1/4"" X 5/8"" Flame Shape Carbide Burr",,,66,Yes,1,66,66,66,66,Matched Sydney Tools $66 (TT not listed)
2026-09-04,CBC-SH2,"Holemaker CB-SH2 5/16"" x 3/4"" Flame Shape Carbide Burr",,,35.95,Yes,1,35.95,35.95,35.95,35.95,Matched Sydney Tools $35.95 (TT not listed)
2026-09-04,CBC-SH3,"Holemaker CB-SH3 3/8"" x 1"" Flame Shape Carbide Burr",,,86,Yes,1,86,86,86,86,Matched Sydney Tools $86 (TT not listed)
2026-09-04,CBC-SH5,"Holemaker CB-SH5 1/2"" x 1-1/4"" Flame Shape Carbide Burr",,,145,Yes,1,145,145,145,145,Matched Sydney Tools $145 (TT not listed)
2026-09-04,CBC-SL1,"Holemaker CB-SL1 1/4"" x 5/8"" Tapered Radius Carbide Burr",,,62,Yes,1,62,62,62,62,Matched Sydney Tools $62 (TT not listed)
2026-09-04,CBC-SL2,"Holemaker CB-SL2 5/16"" x 7/8"" Tapered Radius Carbide Burr",,,80,Yes,1,80,80,80,80,Matched Sydney Tools $80 (TT not listed)
